latitude,longitude,year,bot_depth,secchi_depth,depth,temperature,salinity,oxygen,phosphate,total_phosphorus,silicate,nitrate_nitrite,nitrate,nitrite,ammonium,total_nitrogen,hydrogen_sulphide,ph,total_alkalinity,chlorophyll_a,site
54.67,12.56,1997,17.2,7.08,8.365,7.498,10.868,6.374499999999999,0.61,0.8230000000000001,10.405,4.28,0.8,0.16,0.4,20.795,16.060000000000002,7.8285,1.6316,2.034,site_54.67_12.56
54.67,12.56,1998,17.6,6.659999999999999,8.535,7.413500000000001,11.46665,7.757,0.61,1.4575,12.540000000000001,4.28,0.8,0.16,0.4,22.21,0.8400000000000001,7.851999999999999,1.6398,1.576,site_54.67_12.56
54.67,12.57,1984,17.0,9.0,10.0,3.08,11.379999999999999,8.338,0.74,0.72,13.5,4.28,4.5,0.11000000000000001,0.3,18.6,0.0,8.06,1.6299999999999997,0.7,site_54.67_12.57
54.67,12.57,1995,18.0,3.610714285714286,10.653093971428572,2.468178571428571,12.35517857142857,8.182857142857143,0.6228571428571428,1.4414285714285715,10.796428571428573,4.28,3.707142857142857,0.7239285714285714,0.9035714285714286,35.68928571428571,22.1,8.110714285714286,1.627,0.8964285714285715,site_54.67_12.57
54.67,13.08,1995,12.0,8.0,7.01126945,8.615,9.9925,6.825,0.42,0.96,2.9,4.28,1.8,0.65,0.7,24.8,10.0,7.34,1.671,0.4,site_54.67_13.08
54.67,13.75,1992,40.0,6.571428571428571,15.00604997142857,15.173142857142858,8.553571428571429,5.409999999999999,0.96,1.4828571428571427,5.3999999999999995,4.28,2.042857142857143,0.35285714285714287,1.6714285714285713,13.385714285714286,0.0,8.1,1.9922857142857142,1.0857142857142856,site_54.67_13.75
54.67,13.75,1993,31.0,3.5,13.913113725,14.7685,8.263375,6.54,0.71,1.1,3.6,4.28,2.6,0.01,1.7,10.1,1.2,7.7,1.95,0.7,site_54.67_13.75
54.67,13.75,1995,31.0,12.0,14.5813854,15.94,7.671428571428571,6.19,0.68,0.87,9.3,4.28,6.8,0.0,1.5,25.7,1.0,8.19,1.648,0.66,site_54.67_13.75
54.67,13.75,1996,31.0,3.5,16.5,15.742142857142857,7.570714285714286,6.19,0.29,0.9400000000000001,18.2,4.28,0.6,0.0,0.5,30.0,4.0,8.3,1.671,1.9,site_54.67_13.75
54.67,13.75,1998,32.0,6.714285714285714,14.722940828571428,13.582714285714285,8.131428571428572,6.19,0.5085714285714286,0.852857142857143,18.642857142857142,4.28,1.757142857142857,0.06857142857142857,1.2857142857142858,22.071428571428573,34.42857142857143,7.947142857142857,1.6248571428571428,2.6857142857142855,site_54.67_13.75
54.67,13.75,1999,31.0,6.3,15.289175257142857,14.767285714285714,7.4835714285714285,6.19,0.07142857142857142,2.2642857142857147,27.357142857142858,4.28,0.5285714285714286,0.08857142857142856,1.1142857142857143,50.628571428571426,1.2,8.55,2.37,4.071428571428571,site_54.67_13.75
54.67,13.75,2000,33.0,8.8,15.006084114285715,13.80342857142857,8.318142857142858,6.19,0.04,1.3699999999999999,8.7,4.28,0.1,0.01,0.3,25.1,56.2,8.0,1.9,7.64,site_54.67_13.75
54.67,13.75,2001,33.0,8.3,15.006067828571428,12.29857142857143,7.867571428571429,6.19,0.22571428571428573,0.8685714285714285,20.042857142857144,4.28,0.7,0.1,0.9714285714285714,23.571428571428573,4.185714285714286,8.221428571428572,1.587,6.7942857142857145,site_54.67_13.75
54.67,13.75,2002,31.0,5.8500000000000005,12.882652299999998,14.646500000000001,7.525500000000001,6.19,5.045,6.355,43.23333333333333,4.28,0.6,0.04666666666666667,2.6333333333333333,37.449999999999996,1.0,8.520000000000001,1.7,2.7133333333333334,site_54.67_13.75
54.67,13.75,2003,33.0,7.857142857142857,14.864494957142856,14.567857142857141,10.292142857142858,6.927142857142857,0.22714285714285715,0.43142857142857144,7.942857142857143,4.28,0.5,0.06571428571428571,0.5857142857142856,16.857142857142858,0.7142857142857143,8.1,1.8925714285714286,1.3471428571428572,site_54.67_13.75
54.67,13.75,2004,32.0,7.9,14.7229574,13.361428571428572,9.391,6.992857142857143,0.11,0.44,11.3,0.0,0.2,0.02,0.5,17.5,1.0,8.01,2.16,1.5,site_54.67_13.75
54.67,13.75,2005,31.0,6.0,15.770046955172415,11.920689655172414,8.309655172413793,3.0500000000000003,0.35,1.0,7.1,0.43000000000000005,0.0,0.019999999999999997,0.37,19.8,0.7,7.380000000000001,2.1,1.42,site_54.67_13.75
54.67,13.96,1986,40.0,2.6666666666666665,22.666666666666668,4.413333333333333,9.141666666666667,8.221666666666666,0.295,0.47833333333333333,1.9833333333333334,4.28,4.533333333333333,0.11499999999999999,0.7166666666666667,9.066666666666666,1.6000000000000003,8.091666666666667,1.7149999999999999,0.9633333333333334,site_54.67_13.96
54.67,14.13,1997,23.166666666666668,12.0,12.552314475000001,8.181666666666667,7.553333333333334,5.1933333333333325,0.82,1.0883333333333332,15.283333333333333,4.28,7.016666666666667,0.055,1.2166666666666666,19.633333333333333,4.0,8.615,1.648,1.2166666666666668,site_54.67_14.13
54.67,14.19,1993,29.142857142857142,5.971428571428571,14.5813587,10.1,7.5042857142857144,8.319999999999999,13.64,14.781428571428572,62.95714285714286,4.28,29.457142857142856,0.05,4.757142857142857,78.68571428571428,12.7,8.1,2.27,2.9,site_54.67_14.19
54.67,14.22,1997,30.0,8.0,16.84635797142857,3.577142857142857,5.893142857142856,8.63,0.34,0.67,10.7,4.28,3.6,0.08,0.2,20.2,1.0,7.97,1.653,1.4,site_54.67_14.22
54.67,14.33,1998,20.0,8.0,11.6439907125,3.49375,7.528125,7.646249999999999,1.0,1.29,22.1,4.28,8.9,0.36,0.8,21.4,1.0,8.0,1.65,0.8,site_54.67_14.33
54.67,14.35,1994,10.0,5.5,9.909810906,12.564,7.473999999999999,8.2,0.13,0.97,3.2,4.28,0.2,0.43,0.1,26.4,1.0,8.0,1.86,3.4,site_54.67_14.35
54.67,14.5,2000,36.0,5.9,19.598804633333334,3.605633333333333,8.310411111111112,8.783333333333333,0.5744444444444444,0.9600000000000001,15.311111111111112,4.28,9.011111111111111,0.5477777777777777,1.3222222222222222,23.77777777777778,0.7,7.922222222222222,1.8899999999999997,1.471111111111111,site_54.67_14.5
54.67,14.52,1998,39.0,8.555555555555555,20.58976082222222,4.942222222222222,7.824666666666666,8.018888888888888,0.41333333333333333,0.668888888888889,13.7,4.28,3.022222222222222,0.4211111111111111,1.1333333333333335,19.77777777777778,45.0,8.088888888888889,1.6766666666666667,1.2000000000000002,site_54.67_14.52
54.67,14.67,1988,51.0,8.5,24.833333333333332,11.61,8.248333333333333,6.173333333333333,0.5966666666666667,2.6350000000000002,15.883333333333333,4.28,2.35,0.051666666666666666,1.5,22.3,0.0,8.35,1.7380000000000002,2.533333333333333,site_54.67_14.67
54.67,14.67,1989,47.0,2.1,24.166666666666668,6.928333333333334,8.092166666666666,7.798333333333333,0.565,0.9,6.3,4.28,0.10000000000000002,0.02,3.9666666666666663,26.0,0.0,8.7,1.5439999999999998,3.18,site_54.67_14.67
54.67,14.67,1991,48.68421052631579,5.510526315789474,23.31578947368421,8.067368421052631,7.702263157894737,6.8842105263157904,0.3742105263157895,4.813157894736841,6.3,4.28,0.1,0.02,2.3210526315789473,73.22105263157896,0.8210526315789474,8.036842105263156,1.6015263157894737,3.7684210526315787,site_54.67_14.67
54.67,14.67,1992,47.0,7.0,27.571428571428573,7.3100000000000005,7.746285714285714,7.134285714285714,0.21,0.97,6.3,4.28,0.1,0.02,4.6,23.3,0.0,8.05,1.738,1.2,site_54.67_14.67
54.67,14.69,1997,18.0,12.0,27.00271704416667,6.906666666666666,7.918333333333333,5.18,0.81,1.19,15.0,4.28,6.400000000000001,0.0,1.2,20.0,4.0,8.7,1.648,1.3,site_54.67_14.69
54.67,14.75,1996,51.0,2.4,28.571428571428573,9.90857142857143,8.154857142857143,6.387142857142857,0.19,1.19,10.7,4.28,0.6,0.71,0.9,25.0,1.0,8.1,2.08,0.7,site_54.67_14.75
54.67,14.83,1993,52.0,3.5,25.270454138461538,12.343615384615383,8.263538461538461,6.357692307692308,0.4761538461538461,1.1,3.6000000000000005,4.28,2.6000000000000005,0.01,1.6999999999999997,10.099999999999998,1.2,7.700000000000001,1.9499999999999997,0.7,site_54.67_14.83
54.67,14.83,1995,53.0,7.0,24.863406527272726,12.915454545454544,7.472727272727273,4.45,0.44,0.8,15.2,4.28,0.1,0.11,0.5,21.8,1.0,7.65,1.619,1.4,site_54.67_14.83
54.67,14.83,1996,54.0,2.0,24.503099999999996,10.571090909090909,7.470636363636363,4.45,0.11636363636363636,0.8809090909090909,8.08181818181818,4.28,0.03636363636363637,0.0036363636363636364,0.1272727272727273,25.672727272727272,1.2,8.236363636363636,1.587,9.0,site_54.67_14.83
54.67,14.83,2000,54.0,8.8,24.773373799999998,11.167272727272728,8.195363636363636,4.45,0.04,1.37,8.7,4.28,0.1,0.01,0.3,25.1,56.2,8.0,1.9,7.64,site_54.67_14.83
54.67,14.83,2001,54.0,8.0,24.86342689090909,10.411272727272728,7.874909090909091,4.45,0.4509090909090909,0.9963636363636365,15.418181818181818,4.28,0.5636363636363636,0.14636363636363636,3.036363636363636,20.727272727272727,10.645454545454546,8.153636363636364,1.7269090909090907,8.090909090909092,site_54.67_14.83
54.67,14.87,1980,50.0,2.7,22.0,7.15,8.6146,3.01,10.33,15.819999999999999,4.7,4.28,0.7,0.03,2.1,143.0,0.0,8.55,1.611,5.0,site_54.67_14.87
54.67,14.98,1981,57.0,4.0,29.285714285714285,10.001428571428573,8.665285714285714,6.21,0.8457142857142858,1.7900000000000003,15.6,4.28,1.4285714285714286,0.08285714285714287,5.371428571428572,21.5,3.0,8.24,1.7709999999999997,4.5,site_54.67_14.98
54.67,14.98,2002,55.0,9.028571428571428,29.368571428571425,10.22,7.880571428571429,6.845714285714286,1.28,0.62,39.6,4.28,5.8,0.2,9.5,21.457142857142856,0.0,7.414285714285714,2.0014285714285713,1.5042857142857142,site_54.67_14.98
54.67,15.0,1987,60.8,6.6,31.8,3.9286666666666665,8.286933333333334,7.733333333333333,0.7013333333333333,1.2899999999999998,12.273333333333333,4.28,2.753333333333333,0.08666666666666667,1.5,17.32,0.8533333333333334,8.058,1.6772,2.3,site_54.67_15.0
54.67,15.0,1988,54.68421052631579,5.657894736842105,26.526315789473685,5.2105263157894735,8.709736842105263,7.631052631578948,1.1426315789473684,1.681578947368421,14.763157894736842,4.28,2.3,0.1,0.3631578947368421,50.300000000000004,10.805263157894736,8.263157894736842,1.6231578947368421,1.5368421052631578,site_54.67_15.0
54.67,15.0,1991,56.53846153846154,5.365384615384615,28.423076923076923,7.9423076923076925,7.992999999999999,8.552692307692308,1.43,8.083846153846155,16.48076923076923,4.28,2.3,0.1,2.1,51.973076923076924,0.8769230769230769,8.1,1.6059230769230768,4.892307692307693,site_54.67_15.0
54.67,15.0,1992,53.5,5.714285714285714,29.142857142857142,8.892142857142856,8.337,6.012142857142857,1.43,6.142142857142857,20.892857142857142,4.28,2.3,0.1,3.6285714285714286,34.73571428571429,0.0,8.039285714285715,1.8059999999999998,1.7942857142857143,site_54.67_15.0
54.67,15.0,1999,55.0,6.185714285714285,29.24285714285714,11.508571428571429,8.715714285714286,4.841428571428572,1.43,0.8371428571428572,25.62857142857143,4.28,2.3,0.1,0.4571428571428572,17.885714285714286,0.2,8.014285714285714,1.6971428571428573,2.6714285714285713,site_54.67_15.0
54.68,11.87,1980,35.76190476190476,3.695238095238095,1.3476190476190477,14.438095238095238,11.633333333333335,5.5980952380952385,1.696190476190476,2.6366666666666667,7.057142857142858,4.28,6.961904761904763,0.5266666666666666,1.9285714285714286,42.2,1.1428571428571428,8.428571428571429,1.7915238095238095,1.8966666666666665,site_54.68_11.87
54.68,12.06,1987,24.8,8.4,8.0,5.1,8.959999999999999,9.492,0.054000000000000006,0.426,5.9,4.28,0.36,0.014000000000000002,1.5399999999999998,17.96,0.96,8.228,1.689,0.5,site_54.68_12.06
54.68,12.06,1996,13.0,6.5,7.0,17.21,7.5425,5.9675,0.09,0.68,3.9,4.28,3.7,0.21,0.3,21.4,1.0,8.1,1.87,3.6,site_54.68_12.06
54.68,12.15,1980,16.1875,2.9625,8.375,4.725,10.576875000000001,7.7725,0.41625,0.9237500000000001,11.48125,4.28,3.74375,0.3925,1.39375,24.675,1.125,7.96125,1.828625,1.60625,site_54.68_12.15
54.68,12.15,1981,16.0,3.6,8.666666666666666,1.9666666666666668,9.889999999999999,9.03,0.62,1.1,14.1,4.28,6.400000000000001,0.04,0.6999999999999998,25.7,3.0,7.62,1.587,9.2,site_54.68_12.15
54.68,12.15,1982,16.571428571428573,4.092857142857143,9.571428571428571,5.748571428571429,8.792857142857143,8.769285714285713,0.3485714285714286,0.75,9.678571428571429,4.28,3.164285714285714,0.20642857142857143,0.95,15.157142857142858,0.0,8.162857142857144,1.8781428571428571,2.242857142857143,site_54.68_12.15
54.68,12.15,1983,16.0,8.4,8.666666666666666,6.745,15.763333333333334,7.7,0.25,0.9483333333333334,16.03333333333333,4.28,2.283333333333333,0.2683333333333333,1.1666666666666667,19.866666666666667,0.19999999999999998,8.188333333333333,1.6406666666666665,1.87,site_54.68_12.15
54.68,12.15,1984,16.6,5.239999999999999,8.733333333333333,7.15,11.284666666666668,7.702666666666667,0.25,1.76,15.280000000000001,4.28,2.6933333333333334,0.16066666666666668,1.0133333333333334,20.0,0.0,7.7219999999999995,1.6332,0.888,site_54.68_12.15
54.68,12.15,1985,16.333333333333332,1.6,9.333333333333334,11.567777777777778,10.610000000000001,6.554444444444445,0.25,1.6922222222222223,12.588888888888889,4.28,1.7222222222222223,0.18555555555555556,0.47777777777777775,26.255555555555556,0.6000000000000001,7.648888888888889,1.7256666666666667,2.276666666666667,site_54.68_12.15
54.68,12.15,1986,16.571428571428573,5.435714285714285,9.0,7.3585714285714285,10.495000000000001,7.804285714285713,0.25,1.1928571428571428,24.542857142857144,4.28,3.6357142857142857,0.20142857142857143,1.0642857142857143,21.62857142857143,0.42857142857142855,7.655714285714287,1.6780000000000002,1.7642857142857142,site_54.68_12.15
54.68,12.15,1987,16.0,5.8,8.333333333333334,9.606666666666667,9.716666666666667,7.681666666666666,0.25,1.8333333333333333,14.366666666666667,4.28,0.21666666666666667,0.021666666666666667,0.9166666666666666,20.599999999999998,0.39999999999999997,7.59,1.7776666666666667,0.8833333333333333,site_54.68_12.15
54.68,12.15,1988,16.0,8.0,8.75,5.570833333333333,8.536666666666667,8.171666666666667,0.25,0.9916666666666667,15.108333333333334,4.28,3.191666666666667,0.14666666666666667,0.7416666666666667,18.099999999999998,4.875,7.618333333333333,1.6027500000000001,0.775,site_54.68_12.15
54.68,12.15,1989,16.0,6.7,8.666666666666666,10.2675,11.705833333333333,7.355833333333333,0.25,1.9649999999999999,10.549999999999999,4.28,0.9583333333333334,0.2025,0.7416666666666667,30.983333333333334,0.0,7.62,1.793,1.7750000000000001,site_54.68_12.15
54.68,12.15,1990,16.0,9.9,8.666666666666666,8.397777777777778,10.476666666666667,7.754444444444445,0.25,0.9022222222222221,15.333333333333334,4.28,0.6666666666666666,0.13444444444444445,0.3666666666666667,19.17777777777778,6.533333333333333,7.693333333333334,1.738,2.433333333333333,site_54.68_12.15
54.68,12.16,1982,16.0,1.2,8.666666666666666,-0.3833333333333333,8.74,9.343333333333334,0.79,1.33,16.3,4.28,6.5,0.26,1.5,18.5,0.0,8.11,2.39,0.5,site_54.68_12.16
54.68,12.38,1982,19.0,4.2,10.0,2.6100000000000003,8.96,9.83,0.23600000000000004,0.56,5.0,4.28,2.3,0.15,0.6,9.0,0.0,8.24,1.927,4.7,site_54.68_12.38
54.68,12.38,1992,18.166666666666668,4.866666666666666,9.416666666666666,8.654166666666667,8.022499999999999,6.896666666666667,0.7600000000000001,1.615,12.483333333333334,4.28,2.1416666666666666,0.25666666666666665,1.2166666666666666,23.266666666666666,0.9333333333333335,7.576666666666667,1.7043333333333333,2.1216666666666666,site_54.68_12.38
54.68,12.38,1993,18.2,5.3100000000000005,9.1,7.608,16.749000000000002,7.24,0.76,1.17,12.4,4.28,3.1900000000000004,0.255,0.99,20.130000000000003,1.47,7.867,1.6192,1.7,site_54.68_12.38
54.68,12.38,1994,18.0,7.310344827586207,8.879568983689655,8.268551724137932,11.437724137931035,8.442586206896552,0.76,0.7962068965517242,9.208620689655174,4.28,0.8896551724137931,0.11896551724137931,0.31551724137931036,21.646551724137932,0.8275862068965517,7.811379310344828,1.588655172413793,2.1206896551724137,site_54.68_12.38
54.68,12.38,1995,18.0,5.475609756097561,9.726151374390243,6.037365853658537,11.945963414634146,7.932682926829268,0.76,1.4182926829268292,13.473170731707317,4.28,19.421951219512195,0.11792682926829268,1.8890243902439026,46.95487804878049,7.226829268292684,7.920121951219513,1.8098658536585366,3.4292682926829268,site_54.68_12.38
54.68,12.39,1995,18.0,6.0,8.88973494117647,14.565117647058823,9.144235294117648,7.96,0.1,0.9899999999999999,10.9,4.28,0.4,0.11,1.1,18.6,0.0,7.34,1.653,0.5,site_54.68_12.39
54.68,12.4,1996,18.0,5.0,8.5,10.616428571428571,14.105714285714285,7.052142857142857,0.71,0.87,9.3,4.28,4.9,0.0,2.4,21.4,0.0,7.97,1.653,0.63,site_54.68_12.4
54.68,12.56,1994,10.0,5.5,9.315243599999999,12.23,7.986,8.7,0.13,0.97,3.2,4.28,0.2,0.43,0.1,26.4,1.0,8.0,1.86,3.4,site_54.68_12.56
54.68,12.7,1985,22.0,2.0,6.666666666666667,16.30333333333333,9.35,6.63,0.06,0.7200000000000001,9.0,4.28,0.10000000000000002,0.05000000000000001,0.3,18.6,0.3,7.7,1.7380000000000002,3.7000000000000006,site_54.68_12.7
54.68,12.7,1986,22.0,2.18,10.0,11.508,11.096,5.2620000000000005,10.846,12.396,43.96,4.28,5.84,0.11200000000000002,6.4,62.54,0.0,8.58,1.611,7.959999999999999,site_54.68_12.7
54.68,12.7,1987,22.0,3.5,10.2,8.792,10.315999999999999,6.558,0.19,0.72,3.3,4.28,0.1,0.02,0.3,18.6,1.2,8.45,1.689,1.2,site_54.68_12.7
54.68,13.12,1992,21.0,6.9,13.8,17.131999999999998,10.174,4.044,0.488,0.9259999999999999,11.080000000000002,4.28,0.36,0.048,1.1800000000000002,24.160000000000004,0.0,8.2,1.6460000000000001,2.38,site_54.68_13.12
54.68,13.5,1994,23.0,6.0,11.858660991666667,0.9268333333333333,8.206,9.236666666666666,0.88,1.27,22.399999999999995,4.28,5.7,0.19000000000000003,2.0,24.8,0.0,7.38,3.0400000000000005,2.9,site_54.68_13.5
54.68,13.5,1995,24.0,11.0,11.425146558333333,3.513541666666667,8.400166666666667,8.8225,0.8825,1.2633333333333334,13.0,4.28,9.4,0.2070833333333333,1.9416666666666667,24.8,0.8000000000000002,7.38,1.6260000000000001,2.9,site_54.68_13.5
54.68,13.69,1993,32.0,1.5,19.0,4.463333333333334,8.783333333333333,8.373333333333333,0.32,1.13,14.6,4.28,29.600000000000005,0.21,5.7,53.5,4.4,8.0,2.36,5.0,site_54.68_13.69
54.68,13.9,1995,30.0,1.9,14.058144934506439,3.2991244635193135,8.918442060085836,9.003648068669527,0.16,1.6099999999999999,12.1,4.28,0.7,0.7900000000000001,2.9,45.0,0.8,8.1,2.18,1.0,site_54.68_13.9
54.68,13.91,1995,28.0,10.184758155230597,13.980306889831272,3.433955005624297,8.971383577052869,8.79753655793026,0.5553430821147357,0.8101012373453318,10.58087739032621,4.28,12.16355455568054,0.3981214848143982,0.4811586051743532,31.90033745781777,0.8,8.044797525309336,1.674498312710911,0.7714510686164229,site_54.68_13.91
54.68,14.04,2003,29.0,3.0,12.7174754,7.063333333333333,7.747833333333333,7.349999999999999,0.13,0.68,2.5,4.28,0.4000000000000001,0.17,0.6999999999999998,18.6,10.0,7.900000000000001,2.37,4.0,site_54.68_14.04
54.68,14.05,1999,26.0,5.0,10.4,6.242,9.7802,8.05,0.32,0.65,14.7,4.28,2.0,0.04,1.9,21.6,0.2,8.0,1.6,1.8,site_54.68_14.05
54.68,14.08,1994,17.5,6.883333333333333,12.387151938333334,12.49,7.526666666666667,8.066666666666666,0.82,1.695,12.699999999999998,4.28,3.983333333333333,0.16,1.45,26.783333333333335,1.0,8.333333333333334,2.000166666666667,1.7166666666666668,site_54.68_14.08
54.68,14.09,1996,46.0,8.0,12.370638673333334,9.345,7.302499999999999,6.38,0.64,0.79,11.199999999999998,4.28,2.7000000000000006,0.34,1.7,20.3,1.0,7.97,1.6529999999999998,3.1,site_54.68_14.09
54.68,14.1,1993,27.0,1.5,12.387154083333334,9.943333333333333,7.78,8.246666666666666,0.38000000000000006,0.77,13.699999999999998,4.28,0.4000000000000001,0.05000000000000001,0.20000000000000004,15.0,0.3,8.19,2.04,3.34,site_54.68_14.1
54.68,14.1,1994,10.0,3.5,12.221998816666668,9.685,7.821666666666666,7.733333333333333,0.61,1.1,9.6,4.28,3.2999999999999994,0.0,2.0,28.600000000000005,1.0,8.1,1.68,4.7,site_54.68_14.1
54.68,14.12,1993,23.0,8.0,12.552306116666665,5.078333333333333,7.64,9.523333333333333,1.1,1.39,17.8,4.28,11.699999999999998,0.71,0.6999999999999998,21.2,4.4,8.0,2.26,1.7,site_54.68_14.12
54.68,14.13,1993,27.0,6.0,12.5,10.558333333333334,7.703333333333333,6.734999999999999,0.18333333333333335,14.403333333333334,14.4,4.28,0.9500000000000001,0.13333333333333333,0.5,52.13333333333333,0.8000000000000002,8.133333333333333,2.18,3.033333333333333,site_54.68_14.13
54.68,14.13,1996,26.0,2.5625,13.625,5.95,7.61175,8.2175,0.3,0.775,6.4,4.28,2.15,0.1875,0.025,21.75,10.9,8.3625,1.662,6.225,site_54.68_14.13
54.68,14.13,1997,26.5,6.2,14.0,8.42,7.887875,7.68375,0.1875,0.57625,8.2375,4.28,0.0125,0.03125,0.125,19.8625,30.1,8.01,1.7765,1.335,site_54.68_14.13
54.68,14.19,1993,12.0,2.3,14.72290635,10.187142857142858,7.405714285714287,8.287142857142857,0.37,1.26,17.7,4.28,2.4,0.2,1.5,31.3,12.7,8.31,1.587,2.4,site_54.68_14.19
54.68,14.25,1994,75.0,9.5,14.864462185714286,12.37857142857143,7.475714285714285,8.27142857142857,1.02,1.68,24.4,4.28,12.4,0.16,0.6,22.3,1.0,8.37,1.6010000000000002,3.4,site_54.68_14.25
54.68,14.26,1988,13.714285714285714,6.0,14.714285714285714,8.668571428571429,8.148,6.390000000000001,0.9428571428571428,1.6485714285714288,4.314285714285715,4.28,2.5714285714285716,0.51,4.2,30.75714285714286,0.3,7.944285714285714,1.7,0.53,site_54.68_14.26
54.68,14.5,1995,36.0,6.5,17.8372008125,7.51,7.609375,6.65,0.13,1.1,17.1,4.28,7.1,0.43,5.5,45.0,1.0,8.0,2.11,2.0,site_54.68_14.5
54.68,14.52,1998,39.0,5.355555555555556,20.47965571111111,4.751111111111111,7.651555555555556,8.765555555555556,0.38666666666666666,0.98,14.944444444444445,4.28,3.7333333333333334,0.35,1.577777777777778,23.6,45.0,8.088888888888889,1.6055555555555556,0.8622222222222222,site_54.68_14.52
54.68,14.67,1989,49.0,2.7,21.714285714285715,11.854285714285714,8.142857142857142,6.435714285714285,0.4714285714285714,1.55,17.8,4.28,1.4,0.08,1.0,35.7,0.0,8.24,1.514,1.6300000000000001,site_54.68_14.67
54.68,14.78,1996,52.0,5.0,28.714285714285715,8.598571428571429,8.43757142857143,6.737142857142857,0.25142857142857145,0.6885714285714286,8.0,4.28,0.19999999999999998,0.02285714285714286,0.8142857142857142,22.485714285714288,1.0,8.1,1.8628571428571428,1.3657142857142859,site_54.68_14.78
54.69,12.61,1996,17.0,1.4,7.927900275,13.6825,7.8175,5.0,0.61,2.23,7.1,4.28,0.8,0.16,0.4,42.8,4.0,8.4,1.671,17.0,site_54.69_12.61
54.69,12.69,2003,22.0,11.8,11.2971498,1.7713999999999999,9.0016,8.809999999999999,0.714,1.312,15.76,4.28,1.7,0.492,0.44000000000000006,19.6,1.0,7.840000000000001,1.7600000000000002,0.8299999999999998,site_54.69_12.69
54.69,12.7,1998,20.0,6.0,7.2,3.58,8.89,8.26,0.28,2.41,13.7,4.28,2.1,0.41,0.4,20.4,0.0,7.34,1.653,0.5,site_54.69_12.7
54.69,12.7,2002,20.0,7.0,13.0,6.513,11.6365,7.035,0.28,0.82,13.7,4.28,2.1,0.41,0.7,23.8,56.2,8.07,1.55,2.18,site_54.69_12.7
54.69,12.7,2003,20.666666666666668,7.25,13.378181466666666,9.022833333333333,13.282333333333334,6.6450000000000005,0.28,1.0433333333333332,13.699999999999998,4.28,2.1,0.41,2.65,23.266666666666666,0.65,7.726666666666667,1.569,2.1933333333333334,site_54.69_12.7
54.69,12.71,1995,20.0,7.5,10.388798944444444,12.150555555555556,11.799944444444444,6.685555555555556,0.215,0.99,11.488888888888889,4.28,0.6111111111111112,0.10944444444444444,0.6,18.6,0.0,7.970000000000001,1.653,2.1,site_54.69_12.71
54.69,12.71,1997,21.0,4.4,7.8,9.98,9.25,6.76,0.17,0.99,10.2,4.28,0.1,0.04,0.3,20.8,56.2,7.92,1.653,1.57,site_54.69_12.71
54.69,12.71,1998,20.0,6.0,7.4,9.72,16.308,6.76,0.55,1.29,16.3,4.28,1.5,0.13,0.4,23.1,1.0,7.97,1.653,1.1,site_54.69_12.71
54.69,12.71,2001,20.0,5.2,13.0,3.596,13.1905,6.76,0.55,1.67,16.3,4.28,1.5,0.13,0.6,19.0,0.7,7.99,1.701,3.08,site_54.69_12.71
54.69,12.71,2003,23.0,7.5,12.18902716,7.2405,10.7819,7.816,0.55,1.161,16.3,4.28,1.5,0.13,1.9200000000000004,18.04,0.45,7.691,1.92,1.198,site_54.69_12.71
54.69,12.71,2004,23.0,6.0,9.6,2.2003999999999997,8.5308,8.992,0.55,1.2040000000000002,16.3,4.71,1.5,0.13,1.7600000000000002,20.64,0.0,7.85,1.8399999999999999,1.548,site_54.69_12.71
54.69,12.98,1997,4.0,4.0,7.680146110000001,9.475,8.3925,7.21,0.16,0.58,2.5,4.28,0.2,0.0,0.4,22.8,4.0,8.0,1.648,1.5,site_54.69_12.98
54.69,12.99,1994,18.0,5.5,9.71161476,12.398,8.09,7.7,0.71,0.9,13.2,4.28,6.3,3.78,1.7,20.0,1.0,7.7,2.0,1.6,site_54.69_12.99
54.69,13.01,1993,9.8,6.82,9.71161476,5.4079999999999995,8.386,9.02,0.8400000000000001,1.19,16.86,4.28,8.379999999999999,0.71,2.62,20.72,4.4,8.02,2.28,1.7,site_54.69_13.01
54.69,13.23,1995,22.0,6.5,10.37826332,3.2215000000000003,9.456454545454546,9.039090909090909,0.26,0.7400000000000001,6.4,4.28,46.3,0.71,0.1,62.8,0.8,8.0,1.626,1.4,site_54.69_13.23
54.69,13.28,1988,45.0,8.0,24.857142857142858,4.421428571428572,10.107142857142858,7.741428571428571,0.5957142857142858,0.687142857142857,4.957142857142857,4.28,5.5,0.07714285714285715,0.2714285714285714,18.97142857142857,0.0,8.391428571428571,1.7101428571428572,1.1,site_54.69_13.28
54.69,13.68,1995,48.0,6.0,17.2426343875,10.32625,9.27,6.375,0.41624999999999995,0.84,5.1000000000000005,4.28,1.05,0.28625,1.0375,26.3625,4.375,8.17,1.551,1.1,site_54.69_13.68
54.69,13.9,1995,32.0,5.6,15.3506475703125,3.2786875,9.22246875,8.770625,0.16,1.13,16.0,4.28,0.7,0.79,2.9,60.0,0.8,8.1,1.626,1.0,site_54.69_13.9
54.69,14.09,1994,8.0,4.966666666666667,12.221996883333333,13.373333333333335,7.87,7.699999999999999,0.4666666666666666,1.6266666666666667,13.433333333333332,4.28,0.3333333333333333,0.43,0.5,31.866666666666664,1.0,8.200000000000001,1.86,3.9666666666666663,site_54.69_14.09
