id,datasetid,datecollected,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,scientificname,aphiaid,scientificnameaccepted,modified,institutioncode,collectioncode,yearcollected,startyearcollected,endyearcollected,monthcollected,startmonthcollected,endmonthcollected,daycollected,startdaycollected,enddaycollected,seasoncollected,timeofday,starttimeofday,endtimeofday,timezone,waterbody,country,stateprovince,county,recordnumber,fieldnumber,startdecimallongitude,enddecimallongitude,startdecimallatitude,enddecimallatitude,georeferenceprotocol,minimumdepthinmeters,maximumdepthinmeters,occurrenceid,scientificnameauthorship,scientificnameid,rankname,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,aphiaidaccepted,occurrenceremarks,basisofrecord,typestatus,catalognumber,references,recordedby,identifiedby,yearidentified,monthidentified,dayidentified,preparations,samplingeffort,samplingprotocol,qc,eventid,datageneralizations,eventremarks,locationremarks,associatedsequences,associatedmedia,organismid,geodeticdatum,dynamicproperties,identificationverificationstatus,identificationreferences,organismquantity,organismquantitytype,samplesizevalue,samplesizeunit,materialsampleid,taxonconceptid,dnaderived,verbatimidentification,higherclassification,taxonid,"AreaBedSamp (m^2)","Count (Dmnless)"
30528113,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Ampharete baltica",http://marinespecies.org/aphia.php?p=taxdetails&id=129776,"Ampharete baltica",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495020_urn:lsid:marinespecies.org:taxname:129776,"Eliason, 1955",urn:lsid:marinespecies.org:taxname:129776,Species,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,,baltica,,http://marinespecies.org/aphia.php?p=taxdetails&id=129776,,MaterialSample,,495020_urn:lsid:marinespecies.org:taxname:129776,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29666,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528114,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Aricidea suecica",http://marinespecies.org/aphia.php?p=taxdetails&id=130572,"Aricidea suecica",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495021_urn:lsid:marinespecies.org:taxname:130572,"Eliason, 1920",urn:lsid:marinespecies.org:taxname:130572,Species,Animalia,Annelida,Polychaeta,,Paraonidae,Aricidea,,suecica,,http://marinespecies.org/aphia.php?p=taxdetails&id=734532,,MaterialSample,,495021_urn:lsid:marinespecies.org:taxname:130572,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29667,,,,,,,,,,,,,,,,,false,,,,0.3,6
30528115,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Bylgides sarsi",http://marinespecies.org/aphia.php?p=taxdetails&id=130735,"Bylgides sarsi",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495022_urn:lsid:marinespecies.org:taxname:130735,"(Kinberg in Malmgren, 1866)",urn:lsid:marinespecies.org:taxname:130735,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bylgides,,sarsi,,http://marinespecies.org/aphia.php?p=taxdetails&id=130735,,MaterialSample,,495022_urn:lsid:marinespecies.org:taxname:130735,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29668,,,,,,,,,,,,,,,,,false,,,,0.3,31
30528116,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Eteone longa",http://marinespecies.org/aphia.php?p=taxdetails&id=130616,"Eteone longa",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495023_urn:lsid:marinespecies.org:taxname:130616,"(Fabricius, 1780)",urn:lsid:marinespecies.org:taxname:130616,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,,longa,,http://marinespecies.org/aphia.php?p=taxdetails&id=130616,,MaterialSample,,495023_urn:lsid:marinespecies.org:taxname:130616,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29669,,,,,,,,,,,,,,,,,false,,,,0.3,6
30528117,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Heteromastus filiformis",http://marinespecies.org/aphia.php?p=taxdetails&id=129884,"Heteromastus filiformis",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495024_urn:lsid:marinespecies.org:taxname:129884,"(Claparède, 1864)",urn:lsid:marinespecies.org:taxname:129884,Species,Animalia,Annelida,Polychaeta,,Capitellidae,Heteromastus,,filiformis,,http://marinespecies.org/aphia.php?p=taxdetails&id=129884,,MaterialSample,,495024_urn:lsid:marinespecies.org:taxname:129884,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29670,,,,,,,,,,,,,,,,,false,,,,0.3,31
30528118,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Lagis koreni",http://marinespecies.org/aphia.php?p=taxdetails&id=152367,"Lagis koreni",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495025_urn:lsid:marinespecies.org:taxname:152367,"Malmgren, 1866",urn:lsid:marinespecies.org:taxname:152367,Species,Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,,koreni,,http://marinespecies.org/aphia.php?p=taxdetails&id=152367,,MaterialSample,,495025_urn:lsid:marinespecies.org:taxname:152367,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29671,,,,,,,,,,,,,,,,,false,,,,0.3,62
30528119,https://marineinfo.org/id/dataset/601,1993-10-26T00:00:00,54.55,11.33,,"Gastrosaccus spinifer",http://marinespecies.org/aphia.php?p=taxdetails&id=120020,"Gastrosaccus spinifer",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1993,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494042_urn:lsid:marinespecies.org:taxname:120020,"(Goës, 1864)",urn:lsid:marinespecies.org:taxname:120020,Species,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Gastrosaccus,,spinifer,,http://marinespecies.org/aphia.php?p=taxdetails&id=120020,,MaterialSample,,494042_urn:lsid:marinespecies.org:taxname:120020,,,,,,,,,,30,ze2_1993-10-26_54.55_28.4_28688,,,,,,,,,,,,,,,,,false,,,,0.3,20
30528120,https://marineinfo.org/id/dataset/601,1993-10-26T00:00:00,54.55,11.33,,"Bylgides sarsi",http://marinespecies.org/aphia.php?p=taxdetails&id=130735,"Bylgides sarsi",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1993,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494043_urn:lsid:marinespecies.org:taxname:130735,"(Kinberg in Malmgren, 1866)",urn:lsid:marinespecies.org:taxname:130735,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bylgides,,sarsi,,http://marinespecies.org/aphia.php?p=taxdetails&id=130735,,MaterialSample,,494043_urn:lsid:marinespecies.org:taxname:130735,,,,,,,,,,30,ze2_1993-10-26_54.55_28.4_28689,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528121,https://marineinfo.org/id/dataset/601,1993-10-26T00:00:00,54.55,11.33,,"Polydora cornuta",http://marinespecies.org/aphia.php?p=taxdetails&id=131143,"Polydora cornuta",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1993,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494044_urn:lsid:marinespecies.org:taxname:131143,"Bosc, 1802",urn:lsid:marinespecies.org:taxname:131143,Species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,,cornuta,,http://marinespecies.org/aphia.php?p=taxdetails&id=131143,,MaterialSample,,494044_urn:lsid:marinespecies.org:taxname:131143,,,,,,,,,,30,ze2_1993-10-26_54.55_28.4_28690,,,,,,,,,,,,,,,,,false,,,,0.3,10
30528122,https://marineinfo.org/id/dataset/601,1993-10-26T00:00:00,54.55,11.33,,"Halicryptus spinulosus",http://marinespecies.org/aphia.php?p=taxdetails&id=101156,"Halicryptus spinulosus",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1993,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494045_urn:lsid:marinespecies.org:taxname:101156,"von Siebold, 1849",urn:lsid:marinespecies.org:taxname:101156,Species,Animalia,Priapulida,,Halicryptomorpha,Halicryptidae,Halicryptus,,spinulosus,,http://marinespecies.org/aphia.php?p=taxdetails&id=101156,,MaterialSample,,494045_urn:lsid:marinespecies.org:taxname:101156,,,,,,,,,,30,ze2_1993-10-26_54.55_28.4_28691,,,,,,,,,,,,,,,,,false,,,,0.3,51
30528123,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Dyopedos monacantha",http://marinespecies.org/aphia.php?p=taxdetails&id=103042,"Dyopedos monacantha",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494046_urn:lsid:marinespecies.org:taxname:103042,"(Metzger, 1875)",urn:lsid:marinespecies.org:taxname:103042,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dyopedos,,monacantha,,http://marinespecies.org/aphia.php?p=taxdetails&id=489646,,MaterialSample,,494046_urn:lsid:marinespecies.org:taxname:103042,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28692,,,,,,,,,,,,,,,,,false,,,,0.3,10
30528124,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Gammarellus homari",http://marinespecies.org/aphia.php?p=taxdetails&id=102253,"Gammarellus homari",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494047_urn:lsid:marinespecies.org:taxname:102253,"(J.C. Fabricius, 1779)",urn:lsid:marinespecies.org:taxname:102253,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammarellidae,Gammarellus,,homari,,http://marinespecies.org/aphia.php?p=taxdetails&id=102253,,MaterialSample,,494047_urn:lsid:marinespecies.org:taxname:102253,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28693,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528125,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Abra alba",http://marinespecies.org/aphia.php?p=taxdetails&id=141433,"Abra alba",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494048_urn:lsid:marinespecies.org:taxname:141433,"(W. Wood, 1802)",urn:lsid:marinespecies.org:taxname:141433,Species,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,,alba,,http://marinespecies.org/aphia.php?p=taxdetails&id=141433,,MaterialSample,,494048_urn:lsid:marinespecies.org:taxname:141433,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28694,,,,,,,,,,,,,,,,,false,,,,0.3,2187
30528126,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Arctica islandica",http://marinespecies.org/aphia.php?p=taxdetails&id=138802,"Arctica islandica",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494049_urn:lsid:marinespecies.org:taxname:138802,"(Linnaeus, 1767)",urn:lsid:marinespecies.org:taxname:138802,Species,Animalia,Mollusca,Bivalvia,Venerida,Arcticidae,Arctica,,islandica,,http://marinespecies.org/aphia.php?p=taxdetails&id=138802,,MaterialSample,,494049_urn:lsid:marinespecies.org:taxname:138802,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28695,,,,,,,,,,,,,,,,,false,,,,0.3,255
30528127,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Astarte borealis",http://marinespecies.org/aphia.php?p=taxdetails&id=138818,"Astarte borealis",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494050_urn:lsid:marinespecies.org:taxname:138818,"(Schumacher, 1817)",urn:lsid:marinespecies.org:taxname:138818,Species,Animalia,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,,borealis,,http://marinespecies.org/aphia.php?p=taxdetails&id=152398,,MaterialSample,,494050_urn:lsid:marinespecies.org:taxname:138818,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28696,,,,,,,,,,,,,,,,,false,,,,0.3,7
30528128,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Cerastoderma glaucum",http://marinespecies.org/aphia.php?p=taxdetails&id=138999,"Cerastoderma glaucum",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494051_urn:lsid:marinespecies.org:taxname:138999,"(Bruguière, 1789)",urn:lsid:marinespecies.org:taxname:138999,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,,glaucum,,http://marinespecies.org/aphia.php?p=taxdetails&id=138999,,MaterialSample,,494051_urn:lsid:marinespecies.org:taxname:138999,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28697,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528129,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Corbula gibba",http://marinespecies.org/aphia.php?p=taxdetails&id=139410,"Corbula gibba",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494052_urn:lsid:marinespecies.org:taxname:139410,"(Olivi, 1792)",urn:lsid:marinespecies.org:taxname:139410,Species,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Corbula,,gibba,,http://marinespecies.org/aphia.php?p=taxdetails&id=378492,,MaterialSample,,494052_urn:lsid:marinespecies.org:taxname:139410,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28698,,,,,,,,,,,,,,,,,false,,,,0.3,17
30528130,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Mya arenaria",http://marinespecies.org/aphia.php?p=taxdetails&id=140430,"Mya arenaria",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494053_urn:lsid:marinespecies.org:taxname:140430,"Linnaeus, 1758",urn:lsid:marinespecies.org:taxname:140430,Species,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,,arenaria,,http://marinespecies.org/aphia.php?p=taxdetails&id=140430,,MaterialSample,,494053_urn:lsid:marinespecies.org:taxname:140430,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28699,,,,,,,,,,,,,,,,,false,,,,0.3,17
30528131,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Mysella bidentata",http://marinespecies.org/aphia.php?p=taxdetails&id=140380,"Mysella bidentata",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494054_urn:lsid:marinespecies.org:taxname:140380,"(Montagu, 1803)",urn:lsid:marinespecies.org:taxname:140380,Species,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Mysella,,bidentata,,http://marinespecies.org/aphia.php?p=taxdetails&id=345281,,MaterialSample,,494054_urn:lsid:marinespecies.org:taxname:140380,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28700,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528132,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Mytilus edulis",http://marinespecies.org/aphia.php?p=taxdetails&id=140480,"Mytilus edulis",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494055_urn:lsid:marinespecies.org:taxname:140480,"Linnaeus, 1758",urn:lsid:marinespecies.org:taxname:140480,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,edulis,,http://marinespecies.org/aphia.php?p=taxdetails&id=140480,,MaterialSample,,494055_urn:lsid:marinespecies.org:taxname:140480,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28701,,,,,,,,,,,,,,,,,false,,,,0.3,68
30528133,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Phaxas pellucidus",http://marinespecies.org/aphia.php?p=taxdetails&id=140737,"Phaxas pellucidus",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494056_urn:lsid:marinespecies.org:taxname:140737,"(Pennant, 1777)",urn:lsid:marinespecies.org:taxname:140737,Species,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Phaxas,,pellucidus,,http://marinespecies.org/aphia.php?p=taxdetails&id=140737,,MaterialSample,,494056_urn:lsid:marinespecies.org:taxname:140737,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28702,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528134,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Diastylis rathkei",http://marinespecies.org/aphia.php?p=taxdetails&id=110487,"Diastylis rathkei",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494057_urn:lsid:marinespecies.org:taxname:110487,"(Krøyer, 1841)",urn:lsid:marinespecies.org:taxname:110487,Species,Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,,rathkei,,http://marinespecies.org/aphia.php?p=taxdetails&id=110487,,MaterialSample,,494057_urn:lsid:marinespecies.org:taxname:110487,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28703,,,,,,,,,,,,,,,,,false,,,,0.3,1582
30528135,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Carcinus maenas",http://marinespecies.org/aphia.php?p=taxdetails&id=107381,"Carcinus maenas",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494058_urn:lsid:marinespecies.org:taxname:107381,"(Linnaeus, 1758)",urn:lsid:marinespecies.org:taxname:107381,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,,maenas,,http://marinespecies.org/aphia.php?p=taxdetails&id=107381,,MaterialSample,,494058_urn:lsid:marinespecies.org:taxname:107381,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28704,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528136,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Asterias rubens",http://marinespecies.org/aphia.php?p=taxdetails&id=123776,"Asterias rubens",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494059_urn:lsid:marinespecies.org:taxname:123776,"Linnaeus, 1758",urn:lsid:marinespecies.org:taxname:123776,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,,rubens,,http://marinespecies.org/aphia.php?p=taxdetails&id=123776,,MaterialSample,,494059_urn:lsid:marinespecies.org:taxname:123776,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28705,,,,,,,,,,,,,,,,,false,,,,0.3,7
30528137,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Ophiura albida",http://marinespecies.org/aphia.php?p=taxdetails&id=124913,"Ophiura albida",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494060_urn:lsid:marinespecies.org:taxname:124913,"Forbes, 1839",urn:lsid:marinespecies.org:taxname:124913,Species,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,,albida,,http://marinespecies.org/aphia.php?p=taxdetails&id=124913,,MaterialSample,,494060_urn:lsid:marinespecies.org:taxname:124913,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28706,,,,,,,,,,,,,,,,,false,,,,0.3,7
30528138,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,Nemertina,http://marinespecies.org/aphia.php?p=taxdetails&id=1053,Nemertina,2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494061_urn:lsid:marinespecies.org:taxname:1053,,urn:lsid:marinespecies.org:taxname:1053,Phylum,Animalia,Nemertina,,,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=152391,,MaterialSample,,494061_urn:lsid:marinespecies.org:taxname:1053,,,,,,,,,,26,ze2_1994-10-26_54.55_28.4_28707,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528139,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Ampharete acutifrons",http://marinespecies.org/aphia.php?p=taxdetails&id=129775,"Ampharete acutifrons",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494062_urn:lsid:marinespecies.org:taxname:129775,"(Grube, 1860)",urn:lsid:marinespecies.org:taxname:129775,Species,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,,acutifrons,,http://marinespecies.org/aphia.php?p=taxdetails&id=129775,,MaterialSample,,494062_urn:lsid:marinespecies.org:taxname:129775,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28708,,,,,,,,,,,,,,,,,false,,,,0.3,37
30528140,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Brada villosa",http://marinespecies.org/aphia.php?p=taxdetails&id=130099,"Brada villosa",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494063_urn:lsid:marinespecies.org:taxname:130099,"(Rathke, 1843)",urn:lsid:marinespecies.org:taxname:130099,Species,Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Brada,,villosa,,http://marinespecies.org/aphia.php?p=taxdetails&id=1355594,,MaterialSample,,494063_urn:lsid:marinespecies.org:taxname:130099,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28709,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528141,https://marineinfo.org/id/dataset/601,1994-10-26T00:00:00,54.55,11.33,,"Bylgides sarsi",http://marinespecies.org/aphia.php?p=taxdetails&id=130735,"Bylgides sarsi",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1994,,,10,,,26,,,autumn,,,,,,,,,,,,,,,,28.4,28.4,494064_urn:lsid:marinespecies.org:taxname:130735,"(Kinberg in Malmgren, 1866)",urn:lsid:marinespecies.org:taxname:130735,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bylgides,,sarsi,,http://marinespecies.org/aphia.php?p=taxdetails&id=130735,,MaterialSample,,494064_urn:lsid:marinespecies.org:taxname:130735,,,,,,,,,,30,ze2_1994-10-26_54.55_28.4_28710,,,,,,,,,,,,,,,,,false,,,,0.3,88
30528142,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Nephtys caeca",http://marinespecies.org/aphia.php?p=taxdetails&id=130355,"Nephtys caeca",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495026_urn:lsid:marinespecies.org:taxname:130355,"(Fabricius, 1780)",urn:lsid:marinespecies.org:taxname:130355,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,caeca,,http://marinespecies.org/aphia.php?p=taxdetails&id=130355,,MaterialSample,,495026_urn:lsid:marinespecies.org:taxname:130355,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29672,,,,,,,,,,,,,,,,,false,,,,0.3,3
30528143,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Nephtys ciliata",http://marinespecies.org/aphia.php?p=taxdetails&id=130356,"Nephtys ciliata",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495027_urn:lsid:marinespecies.org:taxname:130356,"(Müller, 1788)",urn:lsid:marinespecies.org:taxname:130356,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,ciliata,,http://marinespecies.org/aphia.php?p=taxdetails&id=130356,,MaterialSample,,495027_urn:lsid:marinespecies.org:taxname:130356,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29673,,,,,,,,,,,,,,,,,false,,,,0.3,9
30528144,https://marineinfo.org/id/dataset/601,1998-03-11T00:00:00,54.18,11.75,,"Nephtys hombergii",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,"Nephtys hombergii",2021-07-06T10:44:36.62,"Baltic Sea Research Institute Warnemünde","Macrozoobenthos baltic sea",1998,,,3,,,11,,,winter,,,,,,,,,,,,,,,,20.4,20.4,495028_urn:lsid:marinespecies.org:taxname:130359,"Savigny in Lamarck, 1818",urn:lsid:marinespecies.org:taxname:130359,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,,MaterialSample,,495028_urn:lsid:marinespecies.org:taxname:130359,,,,,,,,,,30,ze4_1998-03-11_54.18_20.4_29674,,,,,,,,,,,,,,,,,false,,,,0.3,187
